customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5832-TRLPB,1,0,0,0,29,1,0,1,0,0,1,1,1,1,1,1,2,75.35,2243.9,0
8590-YFFQO,1,0,1,0,70,1,0,1,1,1,1,1,0,0,2,0,3,64.95,4523.25,0
8659-IOOPU,0,0,1,1,71,1,1,2,1,0,1,1,0,1,2,0,0,100.45,7159.7,0
1338-CECEE,1,0,1,1,41,1,1,1,0,1,1,0,1,0,1,0,2,68.5,2839.95,0
7439-DKZTW,1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,80.55,80.55,0
4646-QZXTF,0,0,1,0,7,1,0,1,1,0,1,1,1,1,0,0,2,81.25,580.1,0
4607-CHPCA,1,0,1,1,25,1,0,2,0,0,0,0,1,1,1,1,0,90.4,2178.6,1
9742-XOKTS,1,0,1,1,67,1,1,2,1,1,0,1,0,0,1,0,0,89.55,6038.55,0
6921-OZMFH,1,0,1,1,5,1,1,1,0,0,0,1,0,0,0,1,1,55.7,259.4,0
9578-FOMUK,1,0,0,1,15,1,1,0,2,2,2,2,2,2,0,1,0,24.8,324.15,0
4712-UYOOI,0,0,1,1,20,1,0,0,2,2,2,2,2,2,0,0,0,20,417.65,0
8824-RWFXJ,1,0,1,1,3,1,0,1,0,1,1,0,0,0,0,1,1,56.15,168.15,1
7722-CVFXN,1,0,1,1,54,1,1,2,0,1,0,1,1,1,1,1,0,105.2,5637.85,0
8717-VCTXJ,1,0,0,0,42,1,0,0,2,2,2,2,2,2,1,1,1,19.55,839.4,0
7363-QTBIW,0,0,1,0,9,1,0,2,0,0,0,0,0,1,0,1,0,79.75,769.1,0
4159-NAAIX,0,0,0,0,63,1,1,2,0,1,0,0,1,1,2,0,2,97.45,6253,0
0971-QIFJK,0,0,1,0,69,1,1,0,2,2,2,2,2,2,2,0,2,24.25,1641.8,0
9397-TZSHA,0,0,0,0,69,1,1,0,2,2,2,2,2,2,2,0,3,24.6,1678.05,0
3391-JSQEW,1,0,1,0,40,1,0,1,0,1,0,0,0,0,0,1,1,50.15,2058.5,0
0343-QLUZP,1,0,0,0,60,0,2,1,1,1,1,0,0,0,2,0,2,39.6,2424.5,0
9763-PDTKK,0,0,0,0,4,1,0,2,1,0,1,1,0,1,0,1,2,94.4,387.2,1
2176-LVPNX,0,1,0,0,71,1,1,1,1,1,1,1,1,1,2,0,1,89.85,6293.45,0
7627-JKIAZ,0,0,1,0,37,1,1,2,0,0,1,0,0,0,0,1,3,78.95,2839.65,1
3312-UUMZW,1,0,1,0,32,1,1,2,0,1,0,0,1,1,0,1,3,98.85,3145.9,0
1271-UODNO,1,0,0,0,39,1,1,1,0,0,0,1,0,0,2,1,3,53.85,2200.7,0
8461-EFQYM,0,0,0,0,38,1,1,0,2,2,2,2,2,2,1,1,0,24.25,914.4,0
6900-RBKER,1,0,0,0,52,1,1,2,0,0,1,0,0,1,2,1,3,89.45,4577.75,0
6891-JPYFF,0,0,1,1,48,1,1,2,1,1,0,0,1,1,0,1,3,105.25,4997.5,0
1459-QNFQT,1,0,1,1,70,0,2,1,1,0,1,1,1,1,2,0,2,59.5,4144.8,0
1047-NNCBF,1,0,0,0,20,1,0,2,0,0,0,0,0,0,0,0,3,70.55,1493.55,0
3696-XRIEN,0,0,0,0,50,1,1,1,1,0,1,1,1,1,1,1,3,82.5,4179.1,0
4081-DYXAV,0,0,0,0,19,0,2,1,0,0,0,0,1,1,1,1,3,44.85,893.55,1
0074-HDKDG,1,0,1,1,25,1,0,1,1,1,1,0,0,0,1,1,2,61.6,1611,0
8791-GFXLZ,1,0,0,0,12,1,0,1,0,1,0,0,0,0,0,1,2,49.05,593.05,0
8111-SLLHI,1,1,1,0,39,1,1,2,0,1,1,0,1,1,0,1,0,105.65,4284.8,1
0927-LCSMG,1,0,0,0,7,1,0,2,0,0,1,0,0,0,0,0,1,74.65,544.55,1
9330-DHBFL,0,0,1,1,23,1,0,1,1,1,1,1,0,0,1,1,1,66.25,1533.8,0
0098-BOWSO,1,0,0,0,27,1,0,0,2,2,2,2,2,2,0,1,0,19.4,529.8,0
3452-ABWRL,1,1,0,0,47,1,1,2,0,0,0,0,1,0,0,1,3,86.05,3865.6,0
5859-HZYLF,1,0,1,1,26,1,0,0,2,2,2,2,2,2,2,1,3,19.15,515.75,0
8257-RZAHR,0,0,1,0,14,1,1,1,1,0,0,0,1,0,0,1,2,64.7,941,1
5293-WXJAK,0,1,1,0,11,1,1,2,0,0,1,1,1,1,0,1,2,104.05,1133.65,1
3156-QLHBO,1,0,0,1,2,1,0,0,2,2,2,2,2,2,0,0,1,19.25,48.35,0
2208-NQBCT,0,0,1,1,26,1,0,2,1,1,0,0,0,0,0,0,0,81.95,2070.05,0
1779-PWPMG,0,1,1,0,72,1,1,2,1,1,1,1,1,1,2,1,2,114.65,8333.95,0
6621-NRZAK,0,0,1,1,63,1,0,0,2,2,2,2,2,2,2,0,3,20,1209.25,0
0831-JNISG,1,0,1,1,71,1,0,0,2,2,2,2,2,2,2,0,1,19.8,1396.25,0
0774-IFUVM,1,0,1,1,11,1,1,1,1,0,0,0,1,0,0,1,2,65.15,723.35,0
3082-WQRVY,1,1,1,0,14,1,0,0,2,2,2,2,2,2,1,0,1,19.65,228.65,0
9553-DLCLU,0,0,0,1,13,1,1,1,1,1,1,1,1,1,2,0,3,88.95,1161.75,0
1641-BYBTK,1,0,0,1,6,1,0,0,2,2,2,2,2,2,0,1,1,20.2,98.35,0
2460-NGXBJ,1,1,1,1,11,1,1,2,0,0,0,0,0,0,0,1,3,75.2,775.3,0
2446-ZKVAF,1,0,1,0,18,1,1,1,0,1,0,0,0,0,0,0,3,56.8,1074.65,0
0841-NULXI,1,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,35.55,35.55,1
3522-CDKHF,0,0,1,0,32,1,0,2,1,0,0,0,0,0,0,1,2,75.5,2324.7,0
1430-SFQSA,1,0,0,0,29,0,2,1,1,0,0,1,0,0,1,0,1,35.6,1072.6,0
0411-EZJZE,0,0,0,0,3,1,1,1,0,0,0,0,1,0,0,1,0,60.25,170.5,0
7851-WZEKY,0,0,0,0,2,1,1,2,0,0,0,0,1,1,0,1,0,95.15,196.9,1
8844-TONUD,1,0,1,1,13,1,0,2,0,0,1,0,1,1,0,1,1,96.65,1162.85,1
8807-ARQET,0,0,0,0,41,0,2,1,0,1,0,0,0,1,0,1,0,40.35,1677.85,0
8992-CEUEN,0,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,0,18.85,18.85,0
4320-QMLLA,1,0,0,0,7,1,0,1,0,0,0,0,1,0,0,0,1,54.85,370.4,0
8777-PVYGU,0,0,1,0,52,1,0,1,1,0,1,0,1,0,1,1,1,64.3,3410.6,0
8292-ITGYJ,0,0,1,1,45,1,1,0,2,2,2,2,2,2,2,1,2,24.65,1138.8,0
6870-ZWMNX,1,0,1,0,70,1,1,1,0,1,1,1,1,0,2,0,3,76.1,5264.25,0
0621-CXBKL,0,0,0,0,53,1,0,0,2,2,2,2,2,2,2,0,1,18.7,1005.7,0
5268-DSMNQ,0,1,1,0,62,1,1,2,0,1,1,0,1,0,1,1,3,97.95,5936.55,0
5334-JLAXU,0,0,1,0,60,1,1,2,1,1,0,0,0,1,0,1,3,94.1,5475.9,0
4086-YQSNZ,0,1,1,0,3,1,0,2,0,0,0,0,1,0,0,1,0,80.4,224.05,1
6242-MBHPK,0,1,1,0,23,1,0,2,1,0,0,0,1,1,0,1,0,95.1,2326.05,0
5868-CZJDR,1,0,0,1,1,0,2,1,0,1,0,0,0,0,0,1,1,31.35,31.35,1
9359-UGBTK,0,0,0,0,67,1,0,1,1,0,1,1,0,1,1,1,2,72.35,4991.5,0
0135-NMXAP,0,0,0,0,12,1,1,2,0,1,0,0,1,0,0,1,2,89.75,1052.4,1
4782-OSFXZ,0,1,1,0,71,1,1,1,1,1,1,1,0,1,2,1,2,82.7,5831.2,0
6479-OAUSD,1,0,0,0,25,1,0,0,2,2,2,2,2,2,1,0,3,19.9,510.8,0
7129-ACFOG,0,0,0,0,5,1,1,1,1,0,0,0,0,0,0,1,0,53.8,283.95,0
4189-NAKJS,1,0,0,0,26,1,1,1,0,0,0,0,0,0,1,1,3,51.55,1295.4,0
5562-BETPV,1,0,1,1,1,1,0,0,2,2,2,2,2,2,1,0,1,19.65,19.65,0
1282-IHQAC,1,1,0,0,70,0,2,1,0,1,1,0,1,0,1,1,3,44.05,3011.65,0
9127-FHJBZ,1,0,1,1,72,1,1,2,1,1,1,1,1,1,2,1,0,114,8093.15,0
6270-OMFIW,1,0,1,0,60,1,0,2,0,1,0,0,1,1,1,1,0,94.4,5610.25,1
1641-RQDAY,0,1,1,1,32,1,1,2,0,1,0,0,1,1,0,1,0,100.4,3217.65,0
0107-WESLM,1,0,0,0,1,1,0,0,2,2,2,2,2,2,0,1,0,19.85,19.85,1
6994-ORCWG,0,0,0,0,14,1,1,1,0,1,0,0,0,0,1,1,1,54.25,773.2,0
1346-UFHAX,0,0,0,0,13,1,1,2,1,0,0,0,0,0,0,1,3,80,1029.35,0
3992-YWPKO,0,0,0,0,6,1,1,2,0,1,1,1,1,1,0,1,3,109.9,669.45,1
2933-XEUJM,0,0,0,0,46,1,1,1,1,0,1,0,1,1,2,0,1,79.2,3593.8,0
0125-LZQXK,1,0,0,0,15,1,0,2,0,0,1,1,1,1,0,1,0,101.35,1553.95,1
5461-QKNTN,1,1,1,0,43,1,1,2,0,1,0,1,1,0,0,1,0,94.3,3953.15,0
4835-YSJMR,1,0,0,0,39,1,0,1,0,0,0,1,0,0,2,1,2,49.8,1971.15,0
8399-YNDCH,1,1,0,0,21,1,0,1,0,0,1,0,1,0,0,1,2,60.05,1236.15,1
3164-YAXFY,1,0,0,0,57,0,2,1,1,0,1,0,1,1,0,1,0,53.75,3196,0
0887-WBJVH,0,0,1,0,53,1,0,2,0,0,0,1,1,1,1,1,0,93.45,4872.2,0
4660-IRIBM,1,0,1,1,18,1,0,2,1,0,1,0,1,0,0,1,1,87.9,1500.5,0
5673-FSSMF,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,60.15,60.15,1
7670-ZBPOQ,0,0,1,0,58,1,1,1,1,0,0,1,0,0,1,1,2,61.05,3478.75,0
8089-UZWLX,0,1,0,0,71,1,1,2,0,0,1,0,1,1,2,0,2,104.05,7413.55,0
0080-OROZO,0,0,0,0,35,1,0,2,0,0,1,1,1,1,1,1,0,99.25,3532,0
3916-NRPAP,1,0,0,0,3,1,0,2,0,0,1,0,0,1,0,0,3,85.7,256.75,0
6807-SIWJI,1,0,0,0,38,1,1,2,1,1,0,0,1,1,1,1,0,104.85,3887.25,0
8221-HVAYI,1,0,1,1,35,1,1,1,1,1,1,1,0,0,2,1,3,69.15,2490.15,0
1579-KLYDT,1,0,0,0,7,1,1,2,0,0,1,0,1,0,0,1,0,90.45,593.45,1
5232-NXPAY,0,0,0,0,47,1,0,1,0,0,1,1,1,1,2,0,1,74.45,3510.3,0
8967-SZQAS,0,0,0,0,14,1,0,1,0,1,0,0,0,0,0,0,0,50.45,765.45,0
4468-KAZHE,0,1,1,0,20,1,0,1,0,1,0,0,0,1,0,1,0,60,1259.35,0
0455-ENTCR,1,0,1,0,66,1,1,1,1,1,0,1,1,1,2,0,0,85.25,5538.35,0
8944-AILEF,1,0,1,0,15,1,0,0,2,2,2,2,2,2,0,1,3,19.45,340.85,0
5542-NKVRU,0,0,0,0,42,1,0,0,2,2,2,2,2,2,2,1,2,20.75,844.45,0
7126-RBHSD,0,0,1,0,17,1,1,2,1,0,0,0,0,0,0,0,0,78.9,1348.95,0
5370-IIVVL,1,0,0,0,37,1,1,2,0,1,0,1,1,1,1,1,3,104.5,3778,0
6789-HJBWG,0,0,0,0,12,1,0,1,0,1,0,0,0,0,0,1,0,49.4,611.65,0
3927-NLNRY,1,0,1,0,53,1,0,2,0,1,0,0,1,1,1,1,2,94.25,4867.95,1
9087-EYCPR,0,0,0,0,60,1,1,0,2,2,2,2,2,2,2,0,1,25,1505.05,0
6791-YBNAK,1,0,1,1,18,0,2,1,0,0,0,0,0,0,0,0,3,25.55,467.85,0
6358-LYNGM,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,74.9,74.9,1
6077-BDPXA,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,1,0,70.15,194.2,0
0013-MHZWF,0,0,0,1,9,1,0,1,0,0,0,1,1,1,0,1,3,69.4,571.45,0
5494-HECPR,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,80.25,80.25,1
8268-YDIXR,1,0,1,0,56,1,1,2,1,1,1,0,0,0,1,1,0,93.15,5253.95,0
9824-BEMCV,1,0,1,1,17,1,0,2,0,0,0,0,0,0,0,1,0,69,1149.65,1
1373-ORVIZ,0,0,1,1,11,1,1,1,0,0,0,1,0,1,0,1,0,66.35,740.8,1
4291-SHSBH,1,0,0,0,7,1,0,2,0,0,0,0,0,0,0,1,0,69.55,521.35,0
6980-IMXXE,0,0,1,1,69,1,0,0,2,2,2,2,2,2,2,0,2,20.2,1412.65,0
9866-QEVEE,1,0,0,0,19,1,1,2,0,0,0,0,0,1,0,1,2,86,1532.45,1
9897-KXHCM,0,0,1,1,3,1,0,2,0,0,0,0,0,1,0,1,0,80.3,250.05,1
0040-HALCW,1,0,1,1,54,1,0,0,2,2,2,2,2,2,2,0,3,20.4,1090.6,0
0784-GTUUK,1,0,1,0,62,1,1,0,2,2,2,2,2,2,1,1,3,23.75,1446.8,0
7979-CORPM,1,0,0,0,24,1,1,2,0,1,0,0,1,0,0,1,3,90.55,2282.55,1
2294-DMMUS,0,0,1,1,62,1,1,1,0,0,0,0,1,1,0,1,3,70.45,4300.45,0
0872-JCPIB,1,0,0,0,17,1,1,1,1,0,0,0,0,1,0,0,2,65.75,1111.2,0
3055-MJDSB,1,0,0,0,9,0,2,1,0,0,0,0,0,0,0,1,1,24.6,190.1,0
9091-WTUUY,1,0,1,1,64,1,0,1,1,0,1,1,1,0,2,0,1,69.25,4447.75,0
1618-CFHME,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,1,0,75.9,143.35,1
3165-HDOEW,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,45.85,45.85,1
6581-NQCBA,0,0,1,0,16,0,2,1,0,0,0,1,1,1,0,1,0,49.95,810.2,1
7115-IRDHS,0,0,1,0,72,1,1,0,2,2,2,2,2,2,2,0,2,24.65,1830.05,0
8496-DMZUK,1,0,0,0,30,1,1,2,1,1,1,0,0,0,1,0,2,90.4,2820.65,0
2040-VZIKE,0,0,1,0,49,1,1,2,1,0,0,0,1,1,0,1,1,100.85,4847.35,0
9068-VPWQQ,1,0,1,0,61,1,1,1,1,0,1,1,0,1,2,0,3,75.35,4729.3,0
0178-SZBHO,1,0,1,1,47,1,1,2,0,1,0,0,1,0,0,0,0,87.2,4017.45,0
0384-RVBPI,1,0,0,0,20,1,0,1,1,0,1,0,0,1,0,0,3,64.4,1398.6,0
1689-MRZQR,1,0,1,1,34,1,0,2,0,0,0,0,1,0,0,0,0,78.3,2564.3,1
1299-AURJA,0,0,1,1,70,1,1,0,2,2,2,2,2,2,2,0,2,24.7,1685.9,0
4525-VZCZG,1,0,0,1,54,1,0,2,1,1,0,1,1,1,1,1,0,105.85,5826.65,0
1543-LLLFT,1,1,1,0,61,1,1,2,0,1,1,1,1,0,1,1,1,98.3,6066.55,0
5835-BEQEU,1,0,0,0,3,1,1,2,0,0,0,0,0,0,0,1,0,76.95,228.4,1
2788-CJQAQ,1,0,0,0,13,1,0,0,2,2,2,2,2,2,1,0,1,19.45,270.2,0
5565-FILXA,0,1,0,0,16,1,1,2,0,0,0,0,1,1,0,1,0,96.15,1529.2,1
0319-QZTCO,0,0,1,1,3,1,0,1,0,1,0,0,1,0,0,1,3,58.7,168.6,0
2120-SMPEX,1,0,0,0,25,1,0,0,2,2,2,2,2,2,0,1,1,20.15,536.35,0
0096-FCPUF,1,0,0,0,30,1,1,1,1,0,0,0,0,1,0,1,1,64.5,1888.45,0
0668-OGMHD,0,0,1,0,21,0,2,1,1,0,0,0,0,0,0,0,0,28.5,629.35,0
5552-ZNFSJ,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,45.3,45.3,1
2223-KAGMX,0,0,0,0,15,1,0,0,2,2,2,2,2,2,0,0,2,19.4,289.3,1
6507-ZJSUR,1,1,1,0,23,1,0,2,0,0,0,0,1,1,0,1,0,90.45,2117.25,0
9408-HRXRK,0,0,1,1,45,1,1,2,1,1,0,0,1,1,0,1,0,105.15,4730.9,0
5593-SUAOO,0,0,1,1,24,1,1,2,0,1,1,0,0,0,1,0,2,83.15,2033.05,0
7321-PKUYW,0,0,0,0,11,1,1,2,0,0,0,1,1,0,0,0,0,90.15,987.95,1
2833-SLKDQ,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,45.05,45.05,1
6766-HFKLA,0,0,1,0,56,1,1,2,0,0,1,1,1,1,2,0,2,103.2,5744.35,0
7595-EUIVN,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,75.8,75.8,1
7617-EYGLW,1,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,0,19.45,19.45,0
2026-TGDHM,0,0,0,0,7,1,0,2,0,0,0,0,0,1,0,1,0,79.3,523.15,1
9220-ZNKJI,0,1,1,0,55,1,0,2,0,0,1,1,1,0,2,0,3,88.8,4805.3,0
4030-VPZBD,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,1,0,30.9,59.05,1
2226-ICFDO,0,0,1,1,72,1,1,1,1,0,1,1,1,1,2,1,3,85.9,6110.75,0
0723-VSOBE,0,1,0,0,45,0,2,1,0,0,0,0,0,1,1,0,0,34.2,1596.6,0
5529-GIBVH,0,0,0,0,47,1,0,0,2,2,2,2,2,2,2,0,1,20.15,1046.2,0
4187-CINZD,0,1,0,0,46,1,0,2,0,1,0,0,1,1,1,0,3,95.25,4424.2,1
9992-UJOEL,1,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,1,50.3,92.75,0
4741-WWJQZ,0,0,1,0,2,1,0,2,1,0,0,1,0,0,0,1,0,80.15,194.55,0
6625-UTXEW,0,0,1,0,12,1,0,1,0,1,0,0,0,0,0,1,0,51.25,612.1,0
6818-WOBHJ,0,1,1,0,68,1,1,2,0,1,0,0,0,1,0,1,2,89.6,6127.6,1
6244-BESBM,1,0,1,1,69,1,0,2,0,0,0,1,1,1,2,1,3,95.2,6671.7,0
1004-NOZNR,1,1,0,1,56,1,0,2,1,0,0,0,1,1,1,0,3,94.8,5264.3,0
1251-STYSZ,0,1,0,0,4,1,1,2,1,0,0,0,0,0,0,1,0,80.25,303.7,0
2612-PHGOX,1,0,1,0,64,1,1,1,0,1,1,1,1,0,2,1,2,76.1,4818.8,0
2408-TZMJL,1,0,1,0,59,1,1,2,1,1,1,0,1,1,1,1,0,110.15,6448.05,1
8480-PPONV,1,0,1,1,62,1,1,2,1,1,1,1,1,1,2,0,2,115.55,7159.05,0
8780-IHCRN,1,0,1,1,63,1,1,0,2,2,2,2,2,2,2,0,3,24.65,1574.5,0
4598-ZADCK,0,0,0,0,53,0,2,1,1,1,1,1,1,0,1,1,0,53.6,2879.2,0
1257-SXUXQ,1,0,1,1,5,1,0,0,2,2,2,2,2,2,0,0,1,19.45,86.05,0
9681-KYGYB,1,1,1,0,49,1,1,2,1,1,1,0,0,0,0,1,0,88.2,4159.45,0
7182-OVLBJ,0,0,1,1,62,1,1,2,1,0,0,0,1,1,2,1,2,101.15,6638.35,0
5095-ETBRJ,0,0,1,0,55,1,0,1,1,1,0,1,0,0,2,0,1,56.8,3112.05,0
7005-CYUIL,0,1,1,0,71,1,0,2,1,1,1,1,1,0,2,1,0,99.4,7168.25,0
4821-WQOYN,0,0,1,1,72,1,0,0,2,2,2,2,2,2,2,1,3,20.1,1326.25,0
4730-AWNAU,1,0,1,1,36,0,2,1,1,0,1,1,1,1,1,0,3,60.7,2234.55,0
3452-FLHYD,1,0,1,0,25,1,0,0,2,2,2,2,2,2,1,1,2,20.95,495.15,0
2388-LAESQ,0,1,1,0,72,1,1,2,1,1,1,1,1,1,2,1,2,114.85,8317.95,0
9531-NSBMR,0,0,0,0,36,1,0,0,2,2,2,2,2,2,1,1,2,19.25,679.8,0
6260-ONULR,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,62.8,62.8,0
4389-UEFCZ,0,0,1,0,72,1,1,2,1,0,1,0,1,1,2,1,0,105.5,7544,0
8711-LOBKY,1,0,1,1,59,1,0,0,2,2,2,2,2,2,2,0,1,19.85,1188.25,0
9134-CEQMF,1,1,1,0,7,1,0,2,0,0,0,0,1,1,0,1,0,89.5,676.7,1
8985-OOPOS,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,3,74.1,74.1,0
8800-ZKRFW,0,0,1,1,30,1,1,2,0,1,1,1,1,1,0,1,0,107.5,3242.5,0
2616-FLVQC,1,0,0,0,64,1,0,0,2,2,2,2,2,2,2,0,1,19.55,1240.15,0
9968-FFVVH,1,0,0,0,63,1,1,1,1,1,1,1,0,0,1,0,2,68.8,4111.35,0
3108-PCCGG,1,1,1,0,72,1,1,1,1,1,1,0,1,1,2,0,3,84.45,5899.85,0
7993-PYKOF,1,0,1,0,8,1,0,2,1,0,0,0,0,0,0,0,0,75,632.95,1
8390-FESFV,0,0,0,0,62,1,1,1,0,1,1,1,1,1,2,0,2,84.5,5193.2,0
3022-BEXHZ,1,0,1,1,67,1,1,2,0,1,1,1,1,1,2,1,2,111.2,7530.8,0
5027-XWQHA,1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,44.75,270.95,1
6248-TKCQV,0,0,1,1,70,1,1,1,1,0,0,1,1,1,2,1,2,80.6,5460.2,0
6729-GDNGC,0,1,0,0,20,1,0,2,0,0,0,0,1,0,0,0,2,80.7,1614.2,0
6198-ZFIOJ,0,0,0,0,5,1,1,2,0,0,0,0,0,0,0,0,0,75.6,402.5,0
5989-OMNJE,0,0,1,1,24,0,2,1,1,1,1,0,1,1,1,0,0,57.6,1367.75,0
4566-QVRRW,0,0,1,0,11,1,0,1,0,0,0,0,0,0,0,1,0,44.05,483.7,1
1291-CUOCY,1,0,1,0,72,1,1,2,0,1,1,1,1,1,2,1,3,110.6,7962.2,0
9795-SHUHB,0,0,1,1,66,1,0,1,1,1,0,1,0,0,2,1,3,58.2,3810.8,0
3230-IUALN,0,0,1,1,45,1,0,1,1,0,1,1,1,1,2,1,1,81,3533.6,0
0042-RLHYP,0,0,1,1,69,1,0,0,2,2,2,2,2,2,2,0,2,19.7,1396.9,0
8519-IMDHU,1,1,1,0,15,1,1,2,0,0,0,0,0,1,0,1,2,85.6,1345.55,1
4945-RVMTE,0,0,0,0,28,1,0,1,0,0,1,0,1,0,0,1,2,59.55,1646.45,0
0201-OAMXR,0,0,0,0,70,1,1,2,1,1,1,1,1,1,1,0,3,115.55,8127.6,1
1866-NXPSP,0,0,0,0,36,1,0,1,1,1,1,1,0,1,1,1,1,75.55,2680.15,0
3372-KWFBM,1,1,0,0,16,1,1,2,0,0,0,0,1,0,0,1,0,86.6,1281,1
7831-QGOXH,0,0,0,0,18,1,1,2,0,0,0,0,1,0,0,1,0,85.2,1553.9,1
6393-WRYZE,0,0,1,0,34,1,1,2,0,0,0,0,1,1,0,1,0,97.65,3207.55,1
3941-XTSKM,1,0,1,1,42,0,2,1,0,1,1,0,0,1,1,1,3,45.1,2049.05,0
1661-CZBAU,1,0,0,0,48,1,1,1,1,0,0,1,0,1,1,1,2,70.95,3629.2,0
6599-RCLCJ,1,0,1,0,47,1,1,2,0,1,1,1,1,1,0,1,0,109.55,5124.55,1
9831-BPFRI,0,0,1,1,39,1,1,2,0,1,1,1,0,0,1,1,0,89.55,3474.45,1
5158-RIVOP,0,0,1,1,11,1,0,0,2,2,2,2,2,2,2,0,3,20.9,202.3,0
9788-YTFGE,1,0,0,0,7,1,0,0,2,2,2,2,2,2,0,1,1,19.95,147.5,0
9277-JOOMO,0,0,0,0,3,1,1,0,2,2,2,2,2,2,0,0,1,24.6,86.35,0
1907-YLNYW,1,0,0,0,8,1,0,1,1,0,1,0,0,1,0,1,0,66.7,579,0
1725-MIMXW,1,0,0,1,1,1,0,0,2,2,2,2,2,2,0,1,1,19.45,19.45,1
8947-YRTDV,1,0,1,1,32,1,0,2,1,1,1,0,0,1,1,0,1,94.8,3131.55,0
3161-ONRWK,1,0,1,1,60,1,0,1,1,1,1,1,0,0,1,1,2,65.85,3928.3,0
0114-RSRRW,0,0,1,0,10,1,0,0,2,2,2,2,2,2,0,1,2,19.95,187.75,0
4565-NLZBV,0,0,1,0,71,1,1,0,2,2,2,2,2,2,2,1,2,24.65,1710.15,0
0031-PVLZI,0,0,1,1,4,1,0,0,2,2,2,2,2,2,0,0,1,20.35,76.35,1
7206-GZCDC,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,69.25,69.25,1
6682-VCIXC,0,0,1,1,43,0,2,1,1,1,0,1,1,0,1,1,2,51.25,2151.6,0
4791-QRGMF,1,0,1,0,59,1,1,2,0,0,1,0,1,1,1,1,2,99.5,5961.1,1
6475-VHUIZ,0,0,1,0,23,1,0,1,0,0,1,1,0,0,0,0,0,54.25,1221.55,0
3910-MRQOY,0,0,1,0,72,1,0,0,2,2,2,2,2,2,2,0,2,19.4,1496.45,0
0661-WCQNQ,1,0,1,0,22,1,0,1,1,0,0,1,0,0,1,1,3,56.25,1292.2,0
7537-RBWEA,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,25.15,25.15,0
4656-CAURT,1,0,0,0,69,1,1,0,2,2,2,2,2,2,2,0,2,23.95,1713.1,0
0121-SNYRK,1,0,0,0,50,0,2,1,1,0,0,1,0,0,1,1,1,35.4,1748.9,0
1768-ZAIFU,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,25.2,25.2,1
4671-LXRDQ,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,45,96.45,1
3733-LSYCE,0,0,1,0,15,1,0,2,0,1,0,0,0,0,0,0,2,75.35,1114.55,0
6265-FRMTQ,1,0,0,0,31,1,0,0,2,2,2,2,2,2,2,0,2,20.4,609.1,0
1934-SJVJK,1,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,1,20.15,20.15,1
3838-OZURD,1,0,1,0,66,1,1,2,0,1,1,0,1,1,0,1,3,105,7133.25,1
1371-DWPAZ,0,0,1,1,0,0,2,1,1,1,1,1,1,0,2,0,3,56.05,0.0,0
9269-CQOOL,1,0,0,1,3,1,0,1,0,0,0,0,1,0,0,1,3,54.7,169.45,1
2017-CCBLH,0,0,0,0,8,1,0,0,2,2,2,2,2,2,2,0,1,20,141.6,0
7690-KPNCU,1,0,1,1,64,1,0,1,1,0,1,0,1,1,1,1,3,73.05,4688.65,0
0536-BGFMZ,0,0,1,0,28,1,0,0,2,2,2,2,2,2,0,0,1,20.5,563.05,0
2293-IJWPS,0,0,1,0,57,1,1,2,0,0,1,0,1,1,1,1,3,100.75,5985,0
2845-HSJCY,0,0,1,1,14,1,1,2,0,0,1,0,0,1,0,1,0,87.25,1258.6,1
5469-NUJUR,1,0,0,0,19,1,0,0,2,2,2,2,2,2,2,1,1,19.95,373.5,0
1184-PJVDB,1,0,1,0,10,1,0,2,0,0,0,0,1,0,0,1,0,79.95,857.2,1
2625-TRCZQ,0,0,1,0,51,0,2,1,0,1,0,0,1,1,0,1,0,49.65,2553.35,0
